scenario_id,scenario_name,input_query,reference_severity,reference_facility_type,model_name,winner,comparative_rationale_th,api_url,api_status_code,api_error,predicted_severity,predicted_facility_type,model_guidance,medical_safety,actionability,linguistic_flow,total_score,rationale_th,formatted_output,judge_model_used,judge_parse_mode,judge_error
scenario_006,อาหารติดคอ (ทารก),"แจ้งเหตุ: อาหารติดคอ (ทารก) หรือมีอาการ ลูกไม่ร้อง, หน้าเขียว, นมติดคอ, ของติดคอเด็ก, ทารกสำลัก, ดิ้นไม่ออก, CPR",mild,Clinic,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d301c0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_006,อาหารติดคอ (ทารก),"แจ้งเหตุ: อาหารติดคอ (ทารก) หรือมีอาการ ลูกไม่ร้อง, หน้าเขียว, นมติดคอ, ของติดคอเด็ก, ทารกสำลัก, ดิ้นไม่ออก, CPR",mild,Clinic,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30d60>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_007,อาหารติดคอ (ผู้ป่วยบนรถเข็น),แจ้งเหตุ: อาหารติดคอ (ผู้ป่วยบนรถเข็น) หรือมีอาการ nan,mild,Clinic,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104cf3910>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_007,อาหารติดคอ (ผู้ป่วยบนรถเข็น),แจ้งเหตุ: อาหารติดคอ (ผู้ป่วยบนรถเข็น) หรือมีอาการ nan,mild,Clinic,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30eb0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_008,ภาวะช็อก,"แจ้งเหตุ: ภาวะช็อก หรือมีอาการ ตัวเย็น, เหงื่อออก, หน้าซีด, ชีพจรเบา, จะเป็นลม, ช็อก, shock, เลือดออกเยอะจนช็อก",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30250>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_008,ภาวะช็อก,"แจ้งเหตุ: ภาวะช็อก หรือมีอาการ ตัวเย็น, เหงื่อออก, หน้าซีด, ชีพจรเบา, จะเป็นลม, ช็อก, shock, เลือดออกเยอะจนช็อก",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d31ae0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_009,เลือดออกรุนแรง,"แจ้งเหตุ: เลือดออกรุนแรง หรือมีอาการ เลือดไหลไม่หยุด, เลือดพุ่ง, แผลใหญ่, โดนแทง, โดนฟัน, เลือดท่วม, ห้ามเลือด",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32470>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_009,เลือดออกรุนแรง,"แจ้งเหตุ: เลือดออกรุนแรง หรือมีอาการ เลือดไหลไม่หยุด, เลือดพุ่ง, แผลใหญ่, โดนแทง, โดนฟัน, เลือดท่วม, ห้ามเลือด",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32ec0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_010,หัวกระแทก (รู้สึกตัว),"แจ้งเหตุ: หัวกระแทก (รู้สึกตัว) หรือมีอาการ หัวแตก, หัวโน, หัวปูด, โดนตีหัว, ล้มหัวฟาด",mild,"Hospital, Clinic",deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32050>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_010,หัวกระแทก (รู้สึกตัว),"แจ้งเหตุ: หัวกระแทก (รู้สึกตัว) หรือมีอาการ หัวแตก, หัวโน, หัวปูด, โดนตีหัว, ล้มหัวฟาด",mild,"Hospital, Clinic",finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d31750>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_011,หัวกระแทก (หมดสติ),"แจ้งเหตุ: หัวกระแทก (หมดสติ) หรือมีอาการ สลบ, ไม่ตื่น, เลือดออกหู, ตาลอย, จำอะไรไม่ได้, สมองกระทบกระเทือน",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30070>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_011,หัวกระแทก (หมดสติ),"แจ้งเหตุ: หัวกระแทก (หมดสติ) หรือมีอาการ สลบ, ไม่ตื่น, เลือดออกหู, ตาลอย, จำอะไรไม่ได้, สมองกระทบกระเทือน",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30be0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_012,นิ้วขาด,"แจ้งเหตุ: นิ้วขาด หรือมีอาการ นิ้วหลุด, มีดตัดนิ้ว, เก็บชิ้นส่วน, นิ้วกุด, เครื่องจักรตัดนิ้ว",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32dd0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_012,นิ้วขาด,"แจ้งเหตุ: นิ้วขาด หรือมีอาการ นิ้วหลุด, มีดตัดนิ้ว, เก็บชิ้นส่วน, นิ้วกุด, เครื่องจักรตัดนิ้ว",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104cf3c10>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_013,มือ/แขนขาด,"แจ้งเหตุ: มือ/แขนขาด หรือมีอาการ แขนขาด, ข้อมือขาด, เลือดพุ่ง, เก็บแขน",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d30d90>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_013,มือ/แขนขาด,"แจ้งเหตุ: มือ/แขนขาด หรือมีอาการ แขนขาด, ข้อมือขาด, เลือดพุ่ง, เก็บแขน",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d303a0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_014,ขา/เท้าขาด,"แจ้งเหตุ: ขา/เท้าขาด หรือมีอาการ ขาขาด, รถชนขาขาด, เท้าหลุด, รถทับขาขาด",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d31b70>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_014,ขา/เท้าขาด,"แจ้งเหตุ: ขา/เท้าขาด หรือมีอาการ ขาขาด, รถชนขาขาด, เท้าหลุด, รถทับขาขาด",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32590>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_015,แผลหนังเปิด/ถลอกลึก,"แจ้งเหตุ: แผลหนังเปิด/ถลอกลึก หรือมีอาการ หนังหลุด, เนื้อหลุด, รถล้มแผลถลอกลึก, เห็นเนื้อแดง, แผลเหวอะ",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104cf3ac0>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_015,แผลหนังเปิด/ถลอกลึก,"แจ้งเหตุ: แผลหนังเปิด/ถลอกลึก หรือมีอาการ หนังหลุด, เนื้อหลุด, รถล้มแผลถลอกลึก, เห็นเนื้อแดง, แผลเหวอะ",critical,Hospital,finetuned,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5001/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5001): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d32740>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
scenario_016,แผลบดทับ,"แจ้งเหตุ: แผลบดทับ หรือมีอาการ ของทับ, รถทับ, นิ้วแบน, กระดูกแตกละเอียด, ติดในซากรถ",critical,Hospital,deepseek,tie_both_failed,ไม่มีผลลัพธ์จากทั้งสองโมเดล,http://127.0.0.1:5002/generate_guidance_sentence_only,,"Request error: HTTPConnectionPool(host='127.0.0.1', port=5002): Max retries exceeded with url: /generate_guidance_sentence_only (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x104d31930>: Failed to establish a new connection: [Errno 61] Connection refused'))",,,,0,0,0,0,ไม่มีข้อความคำแนะนำให้ประเมิน,"Medical Safety: 0/2
Actionability: 0/2
Linguistic Flow: 0/2
Total Score: 0/6
Rationale (Thai): ไม่มีข้อความคำแนะนำให้ประเมิน",,,
